Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,129.21547799204924,129.83040711525132,123.15540233349964,124.04804992675781,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,125.8531828144326,127.60872440443852,124.05797472292748,125.3275146484375,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,126.09121866799474,126.72598862576233,123.74058876931177,123.99845886230469,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,124.9803568261858,129.22537557120106,123.86950577832374,128.56085205078125,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,129.40392512312226,132.31990467573962,128.82866251244664,129.08653259277344,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,129.1956281428147,130.1874570510835,127.07311488448381,129.6617889404297,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,130.17752901358773,132.41905663632437,129.39399092653179,132.39923095703125,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,132.78606131816082,133.16294601845647,130.36599631977188,132.3199005126953,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,130.95118549985727,133.81757078855932,130.5842136020096,133.65887451171875,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,133.72830807819054,136.16819898308432,133.03403079363173,134.82923889160156,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,135.70203924835408,137.47740634502057,133.92665701757943,134.10519409179688,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,132.98440939844846,135.13667611199253,132.67694488710026,134.16468811035156,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,134.17462060326434,136.89223740407417,133.12328432629752,136.7434539794922,80223600,0.0,0.0
2023-01-23 00:00:00-05:00,136.99141142811652,142.14893413929423,136.77320784568477,139.9569854736328,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,139.16352535964495,141.99024407935778,139.153612517868,141.36538696289062,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,139.73877617563352,141.26618605607322,137.6757702023649,140.7008514404297,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,142.0001532954897,143.07133041032213,140.7405262529401,142.78370666503906,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,141.99023924889724,146.02697529477953,141.91089111505244,144.7375946044922,70555800,0.0,0.0
2023-01-30 00:00:00-05:00,143.7755498804357,144.36072540457255,141.6827899194062,141.83155822753906,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,141.53398803448212,143.16058690592604,141.11742169188037,143.11099243164062,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,142.79360699192455,145.41203466510683,140.16526647808718,144.24166870117188,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,147.68333668532975,149.94470566563427,146.95930573013743,149.58766174316406,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,146.8204299335166,156.0940361438759,146.6220671815849,153.23756408691406,154357300,0.0,0.0
2023-02-06 00:00:00-05:00,151.3233363424472,151.8490044271986,149.54795420902792,150.4901885986328,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,149.40910873715893,153.96159987317645,149.40910873715893,153.38633728027344,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,152.6226412728321,153.31691850011063,149.93477820152208,150.67864990234375,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,152.5234635934223,153.06897257447937,149.19091752218492,149.63723754882812,56007100,0.0,0.0
2023-02-10 00:00:00-05:00,148.46509080976415,150.3325658379595,148.22668296996216,150.0047607421875,57450700,0.23,0.0
2023-02-13 00:00:00-05:00,149.94517712044828,153.2331412160141,149.9153780322336,152.8258819580078,62199000,0.0,0.0
2023-02-14 00:00:00-05:00,151.10739360478777,152.74641931396778,149.8557863736828,152.18020629882812,61707600,0.0,0.0
2023-02-15 00:00:00-05:00,152.09079711349656,154.4648870542148,151.8623323927424,154.2960205078125,65573800,0.0,0.0
2023-02-16 00:00:00-05:00,152.4881173193207,155.2893525683889,152.329193918316,152.68679809570312,68167900,0.0,0.0
2023-02-17 00:00:00-05:00,151.33586500166115,151.98153211442403,149.8458499809315,151.53453063964844,59144100,0.0,0.0
2023-02-21 00:00:00-05:00,149.2001593398352,150.29284302328347,147.4220815173684,147.49160766601562,58867200,0.0,0.0
2023-02-22 00:00:00-05:00,147.87900473021435,148.95181725873934,146.1803962612944,147.9187469482422,51011300,0.0,0.0
2023-02-23 00:00:00-05:00,149.09088105239147,149.33921685872454,146.25986195452327,148.4054718017578,48394200,0.0,0.0
2023-02-24 00:00:00-05:00,146.1307296843223,146.21019896512982,144.74998313937397,145.7333984375,55469600,0.0,0.0
2023-02-27 00:00:00-05:00,146.7267396553204,148.17701232738932,146.4684607070119,146.93533325195312,44998500,0.0,0.0
2023-02-28 00:00:00-05:00,146.07113725599223,148.08762296946617,145.85260051448327,146.42874145507812,50547000,0.0,0.0
2023-03-01 00:00:00-05:00,145.8526138797677,146.2499451786212,144.04472160838392,144.3427276611328,55479000,0.0,0.0
2023-03-02 00:00:00-05:00,143.41892180572987,145.7334136959779,142.94210607096133,144.93873596191406,52238100,0.0,0.0
2023-03-03 00:00:00-05:00,147.05452595400155,150.10409696327415,146.34926074464622,150.02462768554688,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,152.76627279113367,155.25957439269146,152.4384828118315,152.80601501464844,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,152.67686267249726,153.00466778142368,150.12397826499043,150.59085083007812,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,151.7927883013503,152.4483985216323,150.81931610461444,151.85238647460938,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,152.53778556815723,153.511257699713,149.2299507588139,149.58755493164062,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,149.21011369339715,149.93525010664078,146.62741487860987,147.51148986816406,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,146.82607169745242,152.12059333956097,146.7168033274571,149.46836853027344,84457100,0.0,0.0
2023-03-14 00:00:00-04:00,150.2729871081838,152.37887024862,149.10084918125187,151.5742645263672,73695900,0.0,0.0
2023-03-15 00:00:00-04:00,150.1835672667274,152.22985192123198,148.922017104665,151.97158813476562,77167900,0.0,0.0
2023-03-16 00:00:00-04:00,151.1471217935264,155.4185010609706,150.63057902794299,154.81256103515625,76161100,0.0,0.0
2023-03-17 00:00:00-04:00,155.04102855620215,155.69663879085002,153.25300753316992,153.9682159423828,98944600,0.0,0.0
2023-03-20 00:00:00-04:00,154.03775726901713,156.76945142315574,153.12386806819134,156.35223388671875,73641400,0.0,0.0
2023-03-21 00:00:00-04:00,156.27278209700566,158.33892291342758,155.49796034432674,158.2197265625,73938300,0.0,0.0
2023-03-22 00:00:00-04:00,158.23958901679225,161.06068032066997,156.75950205913892,156.7793731689453,75701800,0.0,0.0
2023-03-23 00:00:00-04:00,157.77272981070448,160.47462499883935,156.63037583700253,157.87205505371094,67622100,0.0,0.0
2023-03-24 00:00:00-04:00,157.80251152596367,159.27265531266931,156.79924028591716,159.18325805664062,59196500,0.0,0.0
2023-03-27 00:00:00-04:00,158.875332942598,159.69980971663136,156.81910499581306,157.22637939453125,52390300,0.0,0.0
2023-03-28 00:00:00-04:00,156.91844782133188,157.43499059948272,154.941689128351,156.60057067871094,45992200,0.0,0.0
2023-03-29 00:00:00-04:00,158.30910893932906,159.9779334814724,158.2892529875193,159.69979858398438,51305700,0.0,0.0
2023-03-30 00:00:00-04:00,160.45474381405464,161.38848895155388,160.19648000979112,161.2792205810547,49501700,0.0,0.0
2023-03-31 00:00:00-04:00,161.3586910538678,163.90164752362523,160.83222030773285,163.80230712890625,68749800,0.0,0.0
2023-04-03 00:00:00-04:00,163.17649669860074,165.1830391107744,163.12682650563877,165.0638427734375,56976200,0.0,0.0
2023-04-04 00:00:00-04:00,165.49099474542157,165.72938742946042,164.0109078174136,164.52745056152344,46278300,0.0,0.0
2023-04-05 00:00:00-04:00,163.64337869268445,163.95131268675533,160.7229470013281,162.66989135742188,51511700,0.0,0.0
2023-04-06 00:00:00-04:00,161.3487675436975,163.86194038935685,160.92163714033285,163.56393432617188,45390100,0.0,0.0
2023-04-10 00:00:00-04:00,160.3454759875675,160.951416015625,159.0143995840367,160.951416015625,47716900,0.0,0.0
2023-04-11 00:00:00-04:00,161.26929948702247,161.27922746395842,159.44153619728579,159.7296142578125,47644200,0.0,0.0
2023-04-12 00:00:00-04:00,160.1468109058442,160.98121565505156,158.7163941030795,159.03427124023438,50133100,0.0,0.0
2023-04-13 00:00:00-04:00,160.55406942366903,164.6963088302621,160.34546067839233,164.45790100097656,68445600,0.0,0.0
2023-04-14 00:00:00-04:00,163.4943616300111,165.2128563630808,162.7294982418744,164.11024475097656,49386500,0.0,0.0
2023-04-17 00:00:00-04:00,163.9910442365238,164.2890502624687,162.93810274777258,164.13011169433594,41516200,0.0,0.0
2023-04-18 00:00:00-04:00,164.9943300078833,166.29560732004327,164.54731339219325,165.3618621826172,49923000,0.0,0.0
